elo_rank,name,player_url,age,elo_rating,hard_elo_rank,hard_elo,clay_elo_rank,clay_elo,grass_elo_rank,grass_elo,peak_elo,peak_month,atp_rank,log_diff,fetch_time,wta_rank,tour
251,Gregoire Barrere,https://www.tennisabstract.com/cgi-bin/player.cgi?p=GregoireBarrere,31.5,1517.8,219,1494.5,226,1490.7,169,1518.2,1804.5,2020-02,435.0,-0.55,2025-11-10T15:01:34.289630,,
252,Marc Andrea Huesler,https://www.tennisabstract.com/cgi-bin/player.cgi?p=MarcAndreaHuesler,29.3,1516.9,222,1491.0,207,1505.2,220,1473.0,1817.0,2023-02,252.0,0.0,2025-11-10T15:01:34.289808,,
253,Rei Sakamoto,https://www.tennisabstract.com/cgi-bin/player.cgi?p=ReiSakamoto,19.3,1516.8,235,1481.0,312,1399.6,244,1458.4,1656.2,2025-07,180.0,0.34,2025-11-10T15:01:34.289988,,
254,Kimmer Coppejans,https://www.tennisabstract.com/cgi-bin/player.cgi?p=KimmerCoppejans,31.7,1516.8,252,1466.6,230,1482.3,270,1441.9,1697.0,2015-04,205.0,0.21,2025-11-10T15:01:34.290166,,
255,Clement Tabur,https://www.tennisabstract.com/cgi-bin/player.cgi?p=ClementTabur,25.7,1516.2,240,1478.2,264,1445.7,295,1427.6,1565.2,2025-06,198.0,0.25,2025-11-10T15:01:34.290344,,
256,Stefanos Sakellaridis,https://www.tennisabstract.com/cgi-bin/player.cgi?p=StefanosSakellaridis,21.1,1516.1,257,1462.9,197,1520.4,181,1508.1,1590.2,2025-10,276.0,-0.08,2025-11-10T15:01:34.290522,,
257,James Trotter,https://www.tennisabstract.com/cgi-bin/player.cgi?p=JamesTrotter,26.2,1515.9,224,1489.9,308,1407.2,281,1435.7,1658.1,2025-01,266.0,-0.03,2025-11-10T15:01:34.290701,,
258,Ryan Peniston,https://www.tennisabstract.com/cgi-bin/player.cgi?p=RyanPeniston,29.9,1515.3,227,1486.7,321,1393.6,215,1477.1,1723.2,2022-06,197.0,0.27,2025-11-10T15:01:34.290878,,
259,Alex Barrena,https://www.tennisabstract.com/cgi-bin/player.cgi?p=AlexBarrena,23.0,1515.2,373,1349.8,211,1502.9,246,1457.6,1596.1,2025-07,176.0,0.39,2025-11-10T15:01:34.291064,,
260,Alibek Kachmazov,https://www.tennisabstract.com/cgi-bin/player.cgi?p=AlibekKachmazov,23.0,1514.6,220,1493.9,306,1408.5,237,1461.7,1637.5,2025-04,376.0,-0.37,2025-11-10T15:01:34.291244,,
261,Dan Added,https://www.tennisabstract.com/cgi-bin/player.cgi?p=DanAdded,26.5,1514.2,234,1482.0,361,1359.4,249,1457.1,1547.1,2025-09,210.0,0.22,2025-11-10T15:01:34.291422,,
262,Jaime Faria,https://www.tennisabstract.com/cgi-bin/player.cgi?p=JaimeFaria,22.2,1512.0,266,1457.2,223,1493.8,171,1518.0,1692.5,2024-05,152.0,0.54,2025-11-10T15:01:34.291600,,
263,Franco Agamenone,https://www.tennisabstract.com/cgi-bin/player.cgi?p=FrancoAgamenone,32.4,1511.7,349,1375.5,221,1495.4,377,1384.8,1707.6,2021-10,307.0,-0.15,2025-11-10T15:01:34.291777,,
264,Tristan Boyer,https://www.tennisabstract.com/cgi-bin/player.cgi?p=TristanBoyer,24.5,1508.3,212,1502.8,237,1477.1,298,1426.5,1753.1,2025-01,144.0,0.61,2025-11-10T15:01:34.291955,,
265,Edas Butvilas,https://www.tennisabstract.com/cgi-bin/player.cgi?p=EdasButvilas,21.2,1505.6,225,1489.3,311,1400.5,278,1436.8,1672.0,2024-09,263.0,0.01,2025-11-10T15:01:34.292133,,
266,Nerman Fatic,https://www.tennisabstract.com/cgi-bin/player.cgi?p=NermanFatic,31.0,1504.5,276,1441.1,231,1482.2,224,1470.6,1584.4,2023-07,214.0,0.22,2025-11-10T15:01:34.292325,,
267,Lukas Neumayer,https://www.tennisabstract.com/cgi-bin/player.cgi?p=LukasNeumayer,23.1,1503.9,365,1362.7,218,1497.5,327,1407.5,1600.2,2025-06,188.0,0.35,2025-11-10T15:01:34.292511,,
268,Taro Daniel,https://www.tennisabstract.com/cgi-bin/player.cgi?p=TaroDaniel,32.7,1503.7,229,1484.7,248,1467.9,256,1449.5,1766.8,2023-04,330.0,-0.21,2025-11-10T15:01:34.292689,,
269,Juan Pablo Varillas,https://www.tennisabstract.com/cgi-bin/player.cgi?p=JuanPabloVarillas,30.0,1503.7,329,1391.9,225,1492.8,388,1379.9,1730.0,2021-10,324.0,-0.19,2025-11-10T15:01:34.292866,,
270,Dhakshineswar Suresh,https://www.tennisabstract.com/cgi-bin/player.cgi?p=DhakshineswarSuresh,25.5,1501.1,251,1467.1,356,1360.5,255,1450.5,1616.6,2025-10,523.0,-0.66,2025-11-10T15:01:34.293045,,
271,Marco Cecchinato,https://www.tennisabstract.com/cgi-bin/player.cgi?p=MarcoCecchinato,33.0,1497.4,315,1408.6,236,1477.3,343,1399.0,1838.6,2018-07,233.0,0.15,2025-11-10T15:01:34.293224,,
272,Javier Barranco Cosano,https://www.tennisabstract.com/cgi-bin/player.cgi?p=JavierBarrancoCosano,26.9,1497.1,289,1432.4,247,1468.5,254,1452.5,1581.0,2024-07,363.0,-0.29,2025-11-10T15:01:34.293402,,
273,Daniel Rincon,https://www.tennisabstract.com/cgi-bin/player.cgi?p=DanielRincon,22.7,1495.0,171,1540.8,280,1430.8,420,1357.9,1613.8,2023-09,236.0,0.15,2025-11-10T15:01:34.293669,,
274,Pedro Cachin,https://www.tennisabstract.com/cgi-bin/player.cgi?p=PedroCachin,30.1,1494.6,325,1396.9,219,1497.1,381,1383.9,1767.7,2023-07,669.0,-0.89,2025-11-10T15:01:34.293868,,
275,Manuel Guinard,https://www.tennisabstract.com/cgi-bin/player.cgi?p=ManuelGuinard,29.3,1493.8,248,1469.3,263,1446.2,357,1392.7,1664.3,2022-03,699.0,-0.93,2025-11-10T15:01:34.294054,,
276,Timofey Skatov,https://www.tennisabstract.com/cgi-bin/player.cgi?p=TimofeySkatov,24.7,1493.3,286,1434.6,222,1494.8,243,1458.7,1672.0,2024-07,237.0,0.15,2025-11-10T15:01:34.294235,,
277,Harry Wendelken,https://www.tennisabstract.com/cgi-bin/player.cgi?p=HarryWendelken,23.8,1492.5,231,1482.7,363,1356.2,344,1398.9,1526.6,2025-10,323.0,-0.15,2025-11-10T15:01:34.294416,,
278,Yasutaka Uchiyama,https://www.tennisabstract.com/cgi-bin/player.cgi?p=YasutakaUchiyama,33.2,1492.0,261,1460.0,355,1362.1,293,1432.0,1727.5,2019-10,305.0,-0.09,2025-11-10T15:01:34.294596,,
279,Calvin Hemery,https://www.tennisabstract.com/cgi-bin/player.cgi?p=CalvinHemery,30.7,1490.3,284,1436.9,228,1488.1,347,1397.3,1651.1,2015-06,227.0,0.21,2025-11-10T15:01:34.294774,,
280,Enzo Couacaud,https://www.tennisabstract.com/cgi-bin/player.cgi?p=EnzoCouacaud,30.5,1490.1,260,1460.9,239,1474.7,203,1484.1,1647.1,2020-02,586.0,-0.74,2025-11-10T15:01:34.294951,,
281,Hamish Stewart,https://www.tennisabstract.com/cgi-bin/player.cgi?p=HamishStewart,26.2,1489.9,293,1426.2,366,1355.0,184,1506.2,1602.2,2025-08,340.0,-0.19,2025-11-10T15:01:34.295130,,
282,Frederico Ferreira Silva,https://www.tennisabstract.com/cgi-bin/player.cgi?p=FredericoFerreiraSilva,30.6,1489.5,262,1459.3,272,1439.0,231,1467.0,1642.4,2021-05,241.0,0.16,2025-11-10T15:01:34.295308,,
283,Federico Cina,https://www.tennisabstract.com/cgi-bin/player.cgi?p=FedericoCina,18.5,1489.0,263,1459.2,242,1471.8,263,1444.5,1644.2,2025-06,223.0,0.24,2025-11-10T15:01:34.295486,,
284,Radu Albot,https://www.tennisabstract.com/cgi-bin/player.cgi?p=RaduAlbot,35.9,1487.9,255,1464.7,244,1469.0,176,1512.8,1823.4,2019-05,444.0,-0.45,2025-11-10T15:01:34.295667,,
285,James Mccabe,https://www.tennisabstract.com/cgi-bin/player.cgi?p=JamesMccabe,22.3,1487.6,272,1447.7,407,1307.3,196,1492.9,1584.1,2025-03,192.0,0.39,2025-11-10T15:01:34.295845,,
286,Ilia Simakin,https://www.tennisabstract.com/cgi-bin/player.cgi?p=IliaSimakin,22.0,1487.1,271,1449.3,370,1353.5,266,1443.5,1616.5,2025-05,271.0,0.05,2025-11-10T15:01:34.296021,,
287,Sandro Kopp,https://www.tennisabstract.com/cgi-bin/player.cgi?p=SandroKopp,25.3,1485.9,359,1366.9,251,1463.5,268,1442.9,1512.0,2025-09,318.0,-0.1,2025-11-10T15:01:34.296198,,
288,Abedallah Shelbayh,https://www.tennisabstract.com/cgi-bin/player.cgi?p=AbedallahShelbayh,21.9,1484.6,241,1475.0,338,1377.8,240,1460.0,1648.2,2024-02,279.0,0.03,2025-11-10T15:01:34.296375,,
289,Petr Brunclik,https://www.tennisabstract.com/cgi-bin/player.cgi?p=PetrBrunclik,19.2,1482.6,264,1458.6,322,1393.3,271,1441.3,1525.1,2025-10,326.0,-0.12,2025-11-10T15:01:34.296658,,
290,Antoine Ghibaudo,https://www.tennisabstract.com/cgi-bin/player.cgi?p=AntoineGhibaudo,20.7,1478.6,277,1440.8,376,1343.2,188,1501.6,1518.9,2025-09,336.0,-0.15,2025-11-10T15:01:34.296850,,
291,Rio Noguchi,https://www.tennisabstract.com/cgi-bin/player.cgi?p=RioNoguchi,26.8,1478.2,280,1440.0,426,1286.7,351,1394.0,1516.0,2022-10,240.0,0.19,2025-11-10T15:01:34.297203,,
292,Gauthier Onclin,https://www.tennisabstract.com/cgi-bin/player.cgi?p=GauthierOnclin,24.6,1478.1,292,1426.4,234,1478.4,272,1440.7,1591.3,2023-07,219.0,0.29,2025-11-10T15:01:34.297552,,
293,Benjamin Hassan,https://www.tennisabstract.com/cgi-bin/player.cgi?p=BenjaminHassan,30.7,1477.5,290,1429.7,240,1474.6,283,1435.5,1680.2,2023-10,218.0,0.3,2025-11-10T15:01:34.297737,,
294,Dennis Novak,https://www.tennisabstract.com/cgi-bin/player.cgi?p=DennisNovak,32.1,1477.4,259,1461.8,257,1458.7,151,1534.8,1758.9,2019-11,530.0,-0.59,2025-11-10T15:01:34.297920,,
295,Inaki Montes De La Torre,https://www.tennisabstract.com/cgi-bin/player.cgi?p=InakiMontesDeLaTorre,23.0,1477.2,267,1455.5,332,1381.0,275,1438.6,1529.0,2025-02,347.0,-0.16,2025-11-10T15:01:34.298141,,
296,Dimitar Kuzmanov,https://www.tennisabstract.com/cgi-bin/player.cgi?p=DimitarKuzmanov,32.2,1476.0,233,1482.0,284,1425.2,291,1432.9,1640.1,2021-05,250.0,0.17,2025-11-10T15:01:34.298336,,
297,Max Hans Rehberg,https://www.tennisabstract.com/cgi-bin/player.cgi?p=MaxHansRehberg,21.6,1476.0,265,1457.7,320,1393.7,394,1370.9,1575.0,2025-02,531.0,-0.58,2025-11-10T15:01:34.298559,,
298,Hady Habib,https://www.tennisabstract.com/cgi-bin/player.cgi?p=HadyHabib,27.2,1475.4,283,1437.3,246,1468.6,235,1462.9,1624.9,2025-05,173.0,0.54,2025-11-10T15:01:34.298751,,
299,Remy Bertola,https://www.tennisabstract.com/cgi-bin/player.cgi?p=RemyBertola,27.1,1473.9,270,1451.7,351,1367.7,277,1437.0,1498.9,2025-10,244.0,0.2,2025-11-10T15:01:34.299130,,
300,Oliver Crawford,https://www.tennisabstract.com/cgi-bin/player.cgi?p=OliverCrawford,26.5,1472.9,288,1432.7,318,1394.8,219,1474.6,1580.7,2023-10,193.0,0.44,2025-11-10T15:01:34.299524,,
301,Jozef Kovalik,https://www.tennisabstract.com/cgi-bin/player.cgi?p=JozefKovalik,32.8,1472.8,301,1421.1,249,1465.6,391,1374.3,1721.8,2018-07,587.0,-0.67,2025-11-10T15:01:34.299737,,
302,Federico Agustin Gomez,https://www.tennisabstract.com/cgi-bin/player.cgi?p=FedericoAgustinGomez,28.9,1472.6,269,1452.5,273,1437.8,264,1444.3,1668.6,2024-09,270.0,0.11,2025-11-10T15:01:34.299999,,
303,Geoffrey Blancaneaux,https://www.tennisabstract.com/cgi-bin/player.cgi?p=GeoffreyBlancaneaux,27.2,1471.0,299,1422.6,250,1463.6,409,1363.5,1591.5,2023-05,254.0,0.18,2025-11-10T15:01:34.300384,,
304,Hynek Barton,https://www.tennisabstract.com/cgi-bin/player.cgi?p=HynekBarton,21.5,1469.2,297,1424.0,260,1449.7,284,1434.6,1544.9,2025-07,296.0,0.03,2025-11-10T15:01:34.300579,,
305,Gastao Elias,https://www.tennisabstract.com/cgi-bin/player.cgi?p=GastaoElias,34.6,1468.9,279,1440.0,268,1442.1,383,1382.8,1737.5,2016-08,350.0,-0.14,2025-11-10T15:01:34.300758,,
306,Juan Pablo Ficovich,https://www.tennisabstract.com/cgi-bin/player.cgi?p=JuanPabloFicovich,28.7,1468.1,285,1436.4,265,1443.2,262,1445.3,1597.4,2020-10,165.0,0.62,2025-11-10T15:01:34.300974,,
307,Tom Gentzsch,https://www.tennisabstract.com/cgi-bin/player.cgi?p=TomGentzsch,22.1,1467.6,314,1408.8,303,1411.3,285,1433.8,1502.7,2025-10,286.0,0.07,2025-11-10T15:01:34.301157,,
308,Maks Kasnikowski,https://www.tennisabstract.com/cgi-bin/player.cgi?p=MaksKasnikowski,22.3,1466.6,307,1412.4,227,1489.6,204,1483.3,1652.1,2024-06,563.0,-0.6,2025-11-10T15:01:34.301339,,
309,Nicolas Mejia,https://www.tennisabstract.com/cgi-bin/player.cgi?p=NicolasMejia,25.7,1466.4,303,1416.3,233,1479.2,289,1433.2,1536.3,2021-07,212.0,0.38,2025-11-10T15:01:34.301665,,
310,Kilian Feldbausch,https://www.tennisabstract.com/cgi-bin/player.cgi?p=KilianFeldbausch,20.0,1465.9,406,1317.5,261,1449.5,290,1433.0,1499.1,2024-01,339.0,-0.09,2025-11-10T15:01:34.301902,,
311,Andrea Collarini,https://www.tennisabstract.com/cgi-bin/player.cgi?p=AndreaCollarini,33.7,1465.5,383,1341.8,262,1448.3,429,1353.1,1572.5,2019-09,273.0,0.13,2025-11-10T15:01:34.302374,,
312,Mats Rosenkranz,https://www.tennisabstract.com/cgi-bin/player.cgi?p=MatsRosenkranz,27.1,1463.5,274,1446.4,393,1325.2,336,1403.4,1503.3,2025-10,259.0,0.19,2025-11-10T15:01:34.302676,,
313,David Jorda Sanchis,https://www.tennisabstract.com/cgi-bin/player.cgi?p=DavidJordaSanchis,31.3,1463.3,364,1364.6,267,1442.1,356,1392.8,1531.3,2023-07,421.0,-0.3,2025-11-10T15:01:34.303288,,
314,Gianluca Mager,https://www.tennisabstract.com/cgi-bin/player.cgi?p=GianlucaMager,30.4,1462.0,318,1406.3,259,1450.4,300,1424.5,1733.2,2022-01,908.0,-1.06,2025-11-10T15:01:34.303601,,
315,Murphy Cassone,https://www.tennisabstract.com/cgi-bin/player.cgi?p=MurphyCassone,23.2,1459.8,282,1437.7,387,1334.0,314,1414.0,1684.9,2025-02,245.0,0.25,2025-11-10T15:01:34.303795,,
316,Sascha Gueymard Wayenburg,https://www.tennisabstract.com/cgi-bin/player.cgi?p=SaschaGueymardWayenburg,22.2,1458.5,300,1422.4,276,1434.9,353,1393.7,1563.9,2025-01,195.0,0.48,2025-11-10T15:01:34.303976,,
317,Oriol Roca Batalla,https://www.tennisabstract.com/cgi-bin/player.cgi?p=OriolRocaBatalla,32.1,1456.9,338,1383.4,278,1433.1,364,1389.6,1554.6,2024-06,507.0,-0.47,2025-11-10T15:01:34.304155,,
318,Stefan Kozlov,https://www.tennisabstract.com/cgi-bin/player.cgi?p=StefanKozlov,27.7,1455.6,313,1408.8,269,1441.0,294,1427.7,1724.4,2022-02,458.0,-0.36,2025-11-10T15:01:34.304335,,
319,Petr Bar Biryukov,https://www.tennisabstract.com/cgi-bin/player.cgi?p=PetrBarBiryukov,23.6,1454.5,295,1425.3,382,1337.2,296,1427.2,1488.1,2025-10,312.0,0.02,2025-11-10T15:01:34.304518,,
320,Yuta Shimizu,https://www.tennisabstract.com/cgi-bin/player.cgi?p=YutaShimizu,26.4,1453.8,302,1419.6,403,1312.9,288,1433.5,1590.8,2024-05,249.0,0.25,2025-11-10T15:01:34.304701,,
321,Marat Sharipov,https://www.tennisabstract.com/cgi-bin/player.cgi?p=MaratSharipov,22.9,1453.2,278,1440.3,310,1402.9,297,1426.6,1613.9,2025-02,277.0,0.15,2025-11-10T15:01:34.304947,,
322,Andre Ilagan,https://www.tennisabstract.com/cgi-bin/player.cgi?p=AndreIlagan,24.9,1450.8,294,1425.9,384,1335.4,299,1425.4,1524.7,2025-10,342.0,-0.06,2025-11-10T15:01:34.305128,,
323,Maxim Mrva,https://www.tennisabstract.com/cgi-bin/player.cgi?p=MaximMrva,18.2,1449.6,254,1465.4,327,1386.8,218,1474.8,1619.4,2025-03,357.0,-0.1,2025-11-10T15:01:34.305308,,
324,Karue Sell,https://www.tennisabstract.com/cgi-bin/player.cgi?p=KarueSell,31.7,1446.2,304,1413.5,302,1411.8,302,1423.1,1529.3,2024-10,514.0,-0.46,2025-11-10T15:01:34.305486,,
325,Mika Brunold,https://www.tennisabstract.com/cgi-bin/player.cgi?p=MikaBrunold,21.0,1445.2,309,1412.0,313,1399.5,303,1422.6,1510.9,2025-07,303.0,0.07,2025-11-10T15:01:34.305664,,
326,Andrej Martin,https://www.tennisabstract.com/cgi-bin/player.cgi?p=AndrejMartin,35.9,1444.0,366,1359.8,295,1416.4,449,1334.3,1674.7,2014-08,388.0,-0.17,2025-11-10T15:01:34.305843,,
327,Dmitry Popko,https://www.tennisabstract.com/cgi-bin/player.cgi?p=DmitryPopko,28.9,1441.7,281,1439.5,325,1389.5,430,1351.1,1631.7,2020-01,226.0,0.37,2025-11-10T15:01:34.306020,,
328,Ioannis Xilas,https://www.tennisabstract.com/cgi-bin/player.cgi?p=IoannisXilas,24.4,1440.5,298,1422.7,243,1470.3,225,1470.3,1652.3,2025-08,498.0,-0.42,2025-11-10T15:01:34.306251,,
329,Nicolas Kicker,https://www.tennisabstract.com/cgi-bin/player.cgi?p=NicolasKicker,33.2,1440.5,335,1385.1,279,1432.4,397,1369.8,1706.2,2018-05,264.0,0.22,2025-11-10T15:01:34.306695,,
330,Lorenzo Giustino,https://www.tennisabstract.com/cgi-bin/player.cgi?p=LorenzoGiustino,34.1,1439.2,287,1434.4,350,1368.6,464,1325.4,1643.8,2019-06,216.0,0.42,2025-11-10T15:01:34.307019,,
331,Aziz Dougaz,https://www.tennisabstract.com/cgi-bin/player.cgi?p=AzizDougaz,28.3,1438.8,306,1412.7,283,1425.7,361,1390.3,1555.3,2020-02,288.0,0.14,2025-11-10T15:01:34.307295,,
332,Andres Martin,https://www.tennisabstract.com/cgi-bin/player.cgi?p=AndresMartin,24.3,1438.8,310,1411.5,275,1435.7,226,1469.4,1603.6,2022-07,268.0,0.21,2025-11-10T15:01:34.307608,,
333,Pedro Boscardin Dias,https://www.tennisabstract.com/cgi-bin/player.cgi?p=PedroBoscardinDias,22.7,1438.0,450,1256.9,282,1428.3,306,1419.0,1444.6,2025-10,284.0,0.16,2025-11-10T15:01:34.307941,,
334,Antoine Escoffier,https://www.tennisabstract.com/cgi-bin/player.cgi?p=AntoineEscoffier,33.6,1435.7,305,1413.4,450,1258.4,415,1360.8,1628.4,2023-03,418.0,-0.22,2025-11-10T15:01:34.308303,,
335,Murkel Alejandro Dellien Velasco,https://www.tennisabstract.com/cgi-bin/player.cgi?p=MurkelAlejandroDellienVelasco,28.1,1434.8,344,1380.5,290,1420.5,349,1396.3,1602.5,2022-01,262.0,0.25,2025-11-10T15:01:34.308656,,
336,Stuart Parker,https://www.tennisabstract.com/cgi-bin/player.cgi?p=StuartParker,28.2,1434.0,308,1412.2,391,1327.0,466,1324.7,1524.1,2025-03,409.0,-0.2,2025-11-10T15:01:34.308848,,
337,Arthur Bouquier,https://www.tennisabstract.com/cgi-bin/player.cgi?p=ArthurBouquier,24.8,1433.5,296,1425.0,419,1296.7,333,1404.2,1732.0,2025-03,232.0,0.37,2025-11-10T15:01:34.309108,,
338,Bernabe Zapata Miralles,https://www.tennisabstract.com/cgi-bin/player.cgi?p=BernabeZapataMiralles,28.7,1433.4,332,1390.2,292,1419.9,287,1433.6,1779.9,2023-05,420.0,-0.22,2025-11-10T15:01:34.309299,,
339,Daniel Masur,https://www.tennisabstract.com/cgi-bin/player.cgi?p=DanielMasur,30.8,1433.0,317,1406.4,316,1397.1,321,1412.0,1621.9,2021-03,446.0,-0.27,2025-11-10T15:01:34.309692,,
340,Mili Poljicak,https://www.tennisabstract.com/cgi-bin/player.cgi?p=MiliPoljicak,21.1,1433.0,437,1277.6,293,1418.7,387,1380.6,1508.5,2025-05,390.0,-0.14,2025-11-10T15:01:34.310136,,
341,Juan Bautista Torres,https://www.tennisabstract.com/cgi-bin/player.cgi?p=JuanBautistaTorres,23.5,1432.7,404,1318.4,286,1422.4,309,1416.4,1586.6,2022-07,354.0,-0.04,2025-11-10T15:01:34.310428,,
342,Eliakim Coulibaly,https://www.tennisabstract.com/cgi-bin/player.cgi?p=EliakimCoulibaly,23.4,1432.6,311,1410.8,353,1365.2,310,1416.3,1537.1,2025-05,292.0,0.16,2025-11-10T15:01:34.310611,,
343,Rodrigo Pacheco Mendez,https://www.tennisabstract.com/cgi-bin/player.cgi?p=RodrigoPachecoMendez,20.5,1431.0,320,1404.4,317,1395.5,311,1415.5,1511.2,2025-06,209.0,0.5,2025-11-10T15:01:34.310950,,
344,Kenta Miyoshi,https://www.tennisabstract.com/cgi-bin/player.cgi?p=KentaMiyoshi,21.4,1431.0,326,1396.6,392,1325.5,312,1415.5,1495.1,2025-07,617.0,-0.58,2025-11-10T15:01:34.311391,,
345,Jakub Paul,https://www.tennisabstract.com/cgi-bin/player.cgi?p=JakubPaul,26.5,1430.8,350,1374.8,339,1377.3,313,1415.4,1506.3,2025-08,328.0,0.05,2025-11-10T15:01:34.311597,,
346,Samir Banerjee,https://www.tennisabstract.com/cgi-bin/player.cgi?p=SamirBanerjee,22.0,1427.9,316,1407.5,395,1324.0,315,1414.0,1472.4,2025-09,349.0,-0.01,2025-11-10T15:01:34.311870,,
347,Paul Jubb,https://www.tennisabstract.com/cgi-bin/player.cgi?p=PaulJubb,25.7,1426.6,322,1401.3,379,1338.5,260,1445.6,1632.1,2022-03,383.0,-0.1,2025-11-10T15:01:34.312186,,
348,Arthur Gea,https://www.tennisabstract.com/cgi-bin/player.cgi?p=ArthurGea,20.8,1426.3,336,1384.5,299,1414.6,316,1413.1,1506.3,2025-06,229.0,0.42,2025-11-10T15:01:34.312403,,
349,Enrico Dalla Valle,https://www.tennisabstract.com/cgi-bin/player.cgi?p=EnricoDallaValle,27.5,1426.1,387,1337.0,301,1413.2,317,1413.1,1543.6,2024-07,466.0,-0.29,2025-11-10T15:01:34.312592,,
350,Alex Rybakov,https://www.tennisabstract.com/cgi-bin/player.cgi?p=AlexRybakov,28.7,1425.1,327,1395.6,344,1373.5,286,1433.7,1516.5,2022-07,269.0,0.26,2025-11-10T15:01:34.312771,,
351,Garrett Johns,https://www.tennisabstract.com/cgi-bin/player.cgi?p=GarrettJohns,24.8,1424.5,324,1398.1,388,1333.8,319,1412.3,1534.5,2025-08,280.0,0.23,2025-11-10T15:01:34.312976,,
352,Jay Clarke,https://www.tennisabstract.com/cgi-bin/player.cgi?p=JayClarke,27.2,1423.6,352,1374.4,296,1415.8,450,1333.5,1617.4,2018-07,213.0,0.5,2025-11-10T15:01:34.313154,,
353,Matheus Pucinelli De Almeida,https://www.tennisabstract.com/cgi-bin/player.cgi?p=MatheusPucinelliDeAlmeida,24.5,1422.9,416,1303.1,307,1407.5,320,1412.3,1650.0,2022-03,331.0,0.06,2025-11-10T15:01:34.313329,,
354,Christoph Negritu,https://www.tennisabstract.com/cgi-bin/player.cgi?p=ChristophNegritu,31.6,1421.9,360,1365.4,294,1417.0,322,1411.0,1540.2,2024-11,295.0,0.18,2025-11-10T15:01:34.313506,,
355,Ivan Gakhov,https://www.tennisabstract.com/cgi-bin/player.cgi?p=IvanGakhov,28.9,1418.4,405,1317.6,314,1398.7,386,1380.8,1659.6,2023-05,265.0,0.29,2025-11-10T15:01:34.313681,,
356,Edward Winter,https://www.tennisabstract.com/cgi-bin/player.cgi?p=EdwardWinter,21.0,1418.1,351,1374.7,399,1319.1,279,1436.6,1440.2,2025-10,462.0,-0.26,2025-11-10T15:01:34.313856,,
357,Fajing Sun,https://www.tennisabstract.com/cgi-bin/player.cgi?p=FajingSun,29.0,1417.2,328,1392.5,459,1240.2,370,1387.6,1487.1,2025-07,274.0,0.26,2025-11-10T15:01:34.314032,,
358,Adria Soriano Barrera,https://www.tennisabstract.com/cgi-bin/player.cgi?p=AdriaSorianoBarrera,26.3,1416.6,319,1405.7,383,1336.1,326,1408.3,1429.0,2025-07,306.0,0.16,2025-11-10T15:01:34.314207,,
359,Carlo Alberto Caniato,https://www.tennisabstract.com/cgi-bin/player.cgi?p=CarloAlbertoCaniato,19.9,1414.6,378,1345.9,329,1383.9,328,1407.3,1451.2,2025-09,,,2025-11-10T15:01:34.314370,,
360,Andres Andrade,https://www.tennisabstract.com/cgi-bin/player.cgi?p=AndresAndrade,26.8,1413.3,361,1365.4,297,1414.7,331,1406.6,1584.8,2024-08,283.0,0.24,2025-11-10T15:01:34.314545,,
361,Viktor Durasovic,https://www.tennisabstract.com/cgi-bin/player.cgi?p=ViktorDurasovic,28.6,1413.0,321,1402.2,375,1344.0,433,1350.2,1494.2,2025-02,243.0,0.4,2025-11-10T15:01:34.314719,,
362,Matteo Martineau,https://www.tennisabstract.com/cgi-bin/player.cgi?p=MatteoMartineau,26.7,1412.0,323,1398.4,373,1346.8,368,1388.2,1624.5,2024-02,319.0,0.13,2025-11-10T15:01:34.314891,,
363,Luca Potenza,https://www.tennisabstract.com/cgi-bin/player.cgi?p=LucaPotenza,25.1,1411.8,347,1376.8,357,1360.2,332,1405.9,1470.3,2022-06,361.0,0.01,2025-11-10T15:01:34.315066,,
364,Filip Cristian Jianu,https://www.tennisabstract.com/cgi-bin/player.cgi?p=FilipCristianJianu,24.0,1410.5,408,1317.1,319,1394.2,348,1396.5,1578.5,2019-09,293.0,0.22,2025-11-10T15:01:34.315265,,
365,Giles Hussey,https://www.tennisabstract.com/cgi-bin/player.cgi?p=GilesHussey,28.4,1408.0,333,1388.3,402,1314.0,403,1366.1,1487.3,2025-08,332.0,0.09,2025-11-10T15:01:34.315438,,
366,Darwin Blanch,https://www.tennisabstract.com/cgi-bin/player.cgi?p=DarwinBlanch,18.0,1407.7,334,1386.5,413,1301.4,335,1403.9,1429.2,2025-08,297.0,0.21,2025-11-10T15:01:34.315612,,
367,Mees Rottgering,https://www.tennisabstract.com/cgi-bin/player.cgi?p=MeesRottgering,18.2,1407.6,346,1378.0,305,1408.6,276,1437.2,1486.4,2025-02,648.0,-0.57,2025-11-10T15:01:34.315792,,
368,Santiago Fa Rodriguez Taverna,https://www.tennisabstract.com/cgi-bin/player.cgi?p=SantiagoFaRodriguezTaverna,26.2,1406.9,399,1324.2,309,1404.3,362,1390.2,1672.6,2022-01,234.0,0.45,2025-11-10T15:01:34.315969,,
369,Jacopo Vasami,https://www.tennisabstract.com/cgi-bin/player.cgi?p=JacopoVasami,17.6,1406.3,413,1313.2,323,1390.9,337,1403.2,1452.9,2025-06,637.0,-0.55,2025-11-10T15:01:34.316143,,
370,Denis Yevseyev,https://www.tennisabstract.com/cgi-bin/player.cgi?p=DenisYevseyev,32.3,1405.6,353,1373.2,333,1381.0,318,1412.7,1565.7,2024-01,400.0,-0.08,2025-11-10T15:01:34.316317,,
